17200 57378
6520 289 347
43598 145 611
31028 381 592
37394 63 568
55322 499 530
28793 178 379
4833 124 396
31897 94 366
17080 224 488
14605 183 212
21461 446 659
9571 61 265
23759 213 221
27341 529 662
10827 60 686
11410 459 494
27645 488 613
15154 283 554
56368 140 277
41315 283 448
22219 282 448
5775 265 592
67 242 388
25627 221 371
24250 367 378
46263 153 618
55295 624 650
5893 517 570
50519 12 640
32721 239 482
21221 402 612
50491 62 141
13704 283 668
23951 136 274
51638 196 457
38473 370 659
22574 480 593
31039 152 374
6369 154 283
49255 495 624
25329 148 685
9076 175 355
43269 237 628
6518 135 557
56517 399 423
40130 369 477
35377 396 498
2570 5 344
40102 26 288
32454 98 610
36435 258 273
40943 481 558
31209 157 227
3271 456 571
23702 514 525
40649 453 475
52915 105 381
26171 349 517
2965 167 318
13125 205 466
28100 186 430
42275 200 575
55867 381 408
24685 68 413
8236 131 471
28838 229 564
29346 367 573
41218 116 264
33233 319 321
45991 390 477
10695 82 576
52701 78 280
6402 204 583
17014 74 415
35120 427 524
1599 95 99
2276 381 502
49125 261 297
55646 78 298
29198 117 255
6349 268 493
13342 85 298
12662 334 355
17821 258 622
56763 327 605
44915 373 640
43321 39 196
8472 99 442
18885 410 588
14660 236 493
23612 393 513
28307 61 645
19965 222 373
6704 29 98
52597 292 371
45450 23 144
23384 177 302
10798 361 419
1427 272 348
7734 191 232
37170 500 598
19202 141 392
50212 24 36
34723 297 423
8419 217 487
43456 102 482
22441 127 340
54639 17 114
44480 134 173
40733 180 441
16792 303 613
5107 336 525
27296 402 681
24748 388 443
34289 344 392
40768 57 184
13514 46 665
43080 62 524
30348 11 258
12775 336 558
28049 203 501
1682 124 241
8367 4 21
29672 495 571
54378 117 470
23754 218 681
36823 199 207
32104 78 423
39387 4 101
8389 30 290
12605 348 627
21685 355 543
22219 106 319
8282 455 567
54139 139 198
40805 192 616
2654 24 419
30166 105 590
47235 21 120
7797 135 259
53254 464 601
14150 238 291
29995 604 659
36650 251 354
15050 192 315
3745 218 284
24789 574 641
25321 36 583
22234 222 529
55903 314 330
52559 96 149
32736 32 516
39178 281 579
55109 475 481
36060 252 623
53347 527 648
51838 538 613
457 214 393
10693 606 654
44828 45 258
9946 85 433
38131 91 143
38560 225 278
47566 169 580
17127 366 448
35971 498 667
17542 345 572
53010 414 661
44374 12 549
44567 196 631
20569 52 133
33466 351 654
46257 7 286
31089 4 209
21796 115 445
6923 151 290
35981 54 70
32284 27 307
5612 209 293
33327 124 477
26008 41 213
27162 323 572
53803 202 550
9854 412 682
32015 96 207
39273 430 629
24985 505 513
35269 52 687
26931 298 643
26815 346 445
46564 40 383
44839 480 546
46903 43 398
31158 382 417
49558 111 248
27646 376 673
56093 316 582
47831 432 439
870 301 513
19031 408 643
6054 40 480
42766 350 368
55129 143 297
33454 374 665
32137 300 455
34762 71 623
40756 17 574
18653 546 560
24203 1 159
21439 148 201
25372 61 64
43074 215 395
41553 357 494
30424 142 315
32564 73 451
57077 75 505
50574 279 369
3920 616 691
11439 593 635
38024 5 492
42155 324 452
14355 73 290
22474 299 398
18938 389 673
29716 440 683
28666 98 465
48292 77 375
45062 114 251
29045 98 351
43260 112 274
28030 190 443
45044 436 683
46797 419 532
55132 71 604
43348 241 308
30305 40 606
37502 327 689
56518 297 502
3391 183 201
49206 239 664
48295 437 610
43636 17 73
52690 241 653
39523 85 352
54194 200 686
23012 370 377
31641 495 640
26315 376 682
48502 520 547
38059 193 683
20515 344 536
34275 29 488
10553 147 638
16869 410 659
48011 78 420
36208 92 201
5235 89 490
35235 19 645
34512 125 187
11203 419 458
52410 80 477
1094 39 370
13662 37 475
55583 32 263
56079 547 552
48520 357 662
29534 44 228
13662 144 494
32523 268 372
25727 62 541
16445 27 669
51635 496 648
9160 5 638
44179 14 229
7961 96 532
16123 101 529
53756 472 500
29420 249 573
14649 324 496
1965 200 584
55372 67 322
13525 434 510
47103 37 269
5145 159 325
8378 305 373
49927 469 477
10077 359 641
40459 70 485
41250 300 364
2531 127 545
1049 268 346
20381 467 515
23879 241 546
32172 452 632
48106 323 433
55725 304 512
10653 365 521
12841 227 677
4812 323 495
31360 461 601
42107 554 631
39621 437 567
36576 122 336
49894 211 339
6815 270 453
15908 38 653
54024 299 326
7355 353 428
7744 221 486
30059 452 509
19743 8 451
21796 108 155
20071 373 507
25121 342 347
1365 118 241
52163 62 382
41032 349 580
27272 479 644
5130 59 222
12783 158 554
9323 188 369
43850 166 251
2570 489 565
1248 221 589
32707 397 648
766 14 373
16623 495 583
47858 224 236
35568 112 182
49645 153 360
42359 26 244
18487 226 628
15554 334 659
7284 31 594
13779 123 431
40928 27 441
31869 176 508
17838 178 598
34115 59 389
37549 102 378
36758 217 225
40732 11 179
33617 205 240
37446 360 493
6529 306 409
41831 38 128
14318 27 606
6055 411 592
2032 333 560
57246 115 666
5059 191 434
3415 413 611
10359 207 343
39931 411 550
18220 76 557
26455 565 682
3150 260 272
38497 410 549
9217 83 629
56243 131 627
28244 161 244
47607 92 246
21770 320 428
7251 273 552
34850 359 527
12755 156 528
18676 133 411
35201 353 449
40866 214 582
42369 12 429
17871 43 159
27498 494 653
24096 321 577
41617 85 188
2985 286 623
13521 145 384
42062 289 553
49920 403 516
36931 52 382
5827 226 227
15172 97 322
41346 214 220
33093 79 143
51598 90 121
3735 51 168
36263 93 114
27746 325 600
14159 470 474
48168 281 564
41586 654 677
47570 80 110
15218 155 384
39796 479 595
50903 508 655
25530 258 618
1743 368 474
42287 186 680
51477 38 583
27433 479 553
20465 420 552
5602 633 636
13237 40 119
10763 37 625
14943 313 533
39326 28 389
3580 563 658
12230 34 401
33614 54 302
39766 146 431
11395 156 661
21654 262 520
30808 188 299
41319 99 678
2939 86 667
42242 103 259
5765 106 194
47036 89 293
23334 160 184
15577 48 88
23970 236 398
36643 261 292
38255 182 381
17690 59 60
12195 237 664
10041 99 150
10244 301 332
39507 95 307
14895 160 206
27530 26 51
44833 195 433
51083 12 631
9657 93 521
4747 233 453
29277 394 411
6232 45 462
18033 175 207
10617 304 614
55910 477 516
50007 45 155
22512 503 560
27171 168 538
34256 235 652
12639 351 681
39731 167 238
47325 57 663
50716 299 336
18113 402 669
13970 105 276
8915 435 476
13097 112 139
44455 215 306
28079 374 509
2492 149 686
50606 304 568
21115 132 431
46533 74 580
42828 9 338
46778 503 675
30911 435 640
26441 260 371
36228 129 160
2345 198 260
20912 326 362
47415 60 262
40091 209 571
22265 177 582
17376 521 639
35198 187 543
46585 463 605
2792 101 153
16857 27 315
51167 207 616
27992 218 682
38711 179 314
2685 244 692
39352 359 498
42320 7 267
36360 16 150
53719 298 469
56788 87 211
6525 45 313
43692 593 652
43362 662 662
10579 417 529
226 48 63
10369 177 246
42212 32 505
12407 309 335
23125 73 691
27830 67 438
45056 445 509
21645 234 242
36441 57 647
41366 252 616
13237 237 258
49751 496 513
16105 197 655
34318 43 606
39762 227 660
31992 240 482
446 277 441
40594 225 393
57310 158 217
56607 338 602
51981 177 568
7016 346 665
44280 235 311
9568 492 584
39323 83 371
6906 96 112
34891 230 336
20211 180 275
34053 244 448
55760 54 496
4207 537 670
45505 325 427
1870 90 92
10786 77 228
7799 94 230
40624 323 339
26667 526 564
27567 385 570
1008 309 342
21207 126 403
11440 322 502
23638 533 675
51130 207 689
24855 174 222
28587 487 568
14562 627 628
30418 71 320
40497 515 523
16989 125 652
53728 77 394
2862 244 410
10460 161 163
35036 24 588
19595 264 685
50811 237 681
2459 408 440
32183 138 257
5670 4 495
10606 236 314
367 343 481
54766 520 548
32281 356 506
55670 95 324
4127 263 684
39797 213 522
21544 19 251
14204 335 568
47750 21 691
22031 36 334
9726 3 643
22822 1 149
54178 356 402
35434 539 677
1205 102 501
34002 543 573
1772 434 666
21630 388 673
34668 108 309
55818 164 343
52237 171 520
16473 251 472
6491 157 295
6198 16 143
4296 386 518
51987 126 132
12036 322 590
54643 635 686
47719 7 204
44136 273 375
28889 202 220
10244 204 461
34970 311 455
16106 42 504
28058 31 401
52826 276 596
40693 338 643
46359 237 448
36526 352 479
46571 91 672
9871 185 198
29887 368 632
22079 200 661
37958 348 417
8820 268 572
23735 167 206
53448 176 550
35243 251 607
19851 256 551
21856 615 664
35707 2 215
50786 256 672
40376 102 490
48640 280 639
23401 585 613
47262 176 403
48782 565 613
40890 417 577
18018 164 572
56552 186 444
13612 116 195
22936 307 600
25601 415 599
29899 1 598
49605 75 345
41473 213 430
41099 49 526
15948 343 646
23112 341 355
50467 157 218
48158 326 379
29162 457 681
12075 101 178
4516 142 347
7811 502 546
17524 248 564
42542 289 597
26353 164 361
39297 366 475
51576 409 446
12415 238 614
43069 407 487
36782 226 498
54614 349 539
50251 78 128
17 460 494
24689 244 328
33426 72 209
56301 305 533
30374 63 189
2322 129 526
46916 557 648
3326 219 220
11544 78 546
33531 23 646
7541 439 579
45842 325 333
30431 259 615
5605 17 337
32652 153 519
16589 454 662
12334 177 548
38239 160 335
53106 297 478
5523 124 406
8272 175 394
53342 431 664
15225 43 352
3756 480 644
18927 51 192
5558 210 532
32827 286 608
18489 387 513
27022 250 562
15137 134 689
52976 72 485
760 27 55
1684 261 469
35173 63 546
25339 16 73
6207 35 41
50301 204 261
31287 146 380
47109 18 269
39297 353 486
12891 51 304
56910 65 293
43210 156 276
37763 110 402
7405 314 405
23184 513 661
11316 121 295
19315 198 229
8748 285 623
8231 450 623
35867 13 457
21162 156 669
370 107 463
43649 420 423
2988 525 526
31893 470 521
9624 101 186
6129 365 524
30901 20 122
17850 144 269
18877 447 580
5192 121 322
40600 160 534
52233 114 314
45583 151 526
34515 199 561
52561 307 600
5706 358 639
28540 216 331
1415 67 166
39179 328 614
22087 324 348
14056 517 583
15857 259 375
48526 160 291
37047 222 297
7145 200 554
17808 237 341
33957 7 548
48802 347 392
33868 385 434
27058 236 631
22150 272 547
5202 16 277
33587 202 672
50010 592 638
37042 51 63
9686 319 387
2287 81 105
13076 457 610
3397 283 610
25369 273 444
38088 20 467
25076 78 669
13963 502 614
22576 7 439
30370 309 677
15285 252 603
20702 33 447
7918 316 347
26728 249 322
45856 122 291
9045 6 130
9983 448 673
14207 389 659
39425 594 633
56354 20 170
4520 282 289
16943 504 595
16973 212 334
47651 7 38
52009 203 659
44250 460 674
3164 267 659
15731 451 488
210 359 366
31205 114 398
33015 166 444
48109 245 650
37607 290 379
33619 358 425
20775 83 428
21598 66 608
36460 245 250
20654 30 680
52469 288 367
53662 385 479
31222 91 301
46253 197 688
44698 17 672
35566 518 573
54857 27 158
41657 266 329
9398 116 622
41038 31 617
5183 630 688
51612 375 555
38417 54 449
44955 136 530
26412 8 14
27002 183 203
39327 16 618
10240 114 626
28705 194 520
22968 31 659
49442 218 246
31545 151 410
1474 246 631
20937 284 396
46394 488 619
36718 416 586
47115 689 692
9064 76 625
16006 187 516
38196 332 458
43548 51 201
6987 360 618
19476 175 201
16646 294 300
40322 225 405
7903 444 523
36763 153 435
43084 12 84
51230 377 555
3551 207 233
23984 497 542
26983 110 292
20171 79 248
10160 20 62
9054 301 439
4895 4 154
27428 285 352
45253 73 596
34392 393 438
7834 89 165
30921 535 600
53340 162 307
17682 194 625
1473 277 440
36510 142 535
15807 107 548
14850 35 73
9577 364 623
11631 244 540
1590 33 94
34477 154 399
50809 219 345
5263 8 625
14421 490 551
7221 388 501
23539 327 381
47432 295 374
48671 472 667
24036 133 270
36539 310 625
41919 498 673
5589 36 592
14399 139 389
41254 188 579
5408 86 127
47384 399 609
38535 210 572
45601 311 506
25931 81 356
56202 49 416
7750 195 529
20089 479 520
42705 281 627
24885 94 692
27063 316 479
21648 138 674
54701 8 642
1587 318 441
45206 211 274
24431 236 644
56698 95 660
54961 268 570
6730 534 605
56198 452 516
29493 67 480
10452 151 376
36438 243 622
27217 14 74
1873 522 626
33520 361 456
24835 379 572
36279 504 633
26050 276 665
10138 172 210
36702 37 411
37318 29 428
7921 66 181
44896 71 646
47287 121 271
13532 520 681
44584 420 464
46041 519 556
3970 548 557
5091 23 526
51711 8 461
56536 312 433
57225 473 530
7037 19 685
20042 519 597
13775 110 372
550 264 629
41247 145 492
32887 441 551
32112 206 583
7160 175 217
46668 22 492
50857 403 526
37869 271 419
14776 300 315
48729 34 87
25753 301 510
43439 459 646
19533 596 611
19668 163 465
17264 35 441
7661 346 500
20337 290 444
10750 251 399
52298 26 243
12700 62 430
742 313 440
2350 531 667
56949 53 444
39621 178 690
112 233 333
28069 152 670
21826 153 689
2254 383 555
17818 120 371
17283 19 208
32397 177 324
12914 123 461
9141 421 671
52261 472 682
56974 31 601
53221 6 87
51109 433 481
50903 262 556
37835 149 407
14547 320 380
5256 183 197
38459 191 394
2701 401 638
46281 575 601
15002 132 434
13925 108 570
32625 464 552
25932 375 557
42941 404 603
6239 17 597
49209 202 674
7698 313 480
43670 207 348
53437 65 309
50 599 614
259 317 582
10852 62 654
53479 407 474
2845 78 97
15481 21 589
25296 93 530
11351 52 173
35005 154 192
57160 299 552
42046 404 489
55690 249 579
30631 448 612
48427 141 677
49084 522 590
47822 83 298
22081 2 180
23815 27 133
4205 105 140
44708 61 226
33700 301 305
43805 389 412
12481 249 330
15452 122 516
54681 287 669
53740 198 431
22512 268 273
27325 234 333
16513 154 516
22230 293 431
42712 18 151
5136 110 527
6033 415 471
8485 89 307
31263 111 607
23639 551 687
44212 201 584
22871 529 684
10932 223 340
49845 211 262
46010 262 374
42819 566 635
50234 374 653
21540 286 535
36285 112 374
54519 93 329
7812 431 551
22841 615 659
2439 548 688
39122 347 691
52002 22 686
13984 220 255
39574 490 551
34574 103 161
36188 387 441
17192 467 647
49607 43 173
43401 171 381
22779 529 582
5052 323 488
26856 233 240
4833 98 212
45828 110 306
26660 349 624
53702 220 394
51112 9 418
1886 279 609
8384 104 658
13310 98 601
11739 416 628
51367 215 556
40503 300 314
12475 248 397
10838 280 405
29979 123 162
46753 209 523
18982 594 677
806 91 398
37675 153 624
54177 138 516
12275 59 189
41290 114 469
31173 180 593
3789 339 507
30458 134 224
13148 443 526
50712 305 543
40418 310 452
2529 13 23
14633 252 677
53218 194 671
19164 2 648
40825 184 264
38114 187 407
22781 133 682
41586 62 132
9081 587 589
34027 99 426
1058 82 152
503 75 224
715 371 442
32767 218 613
50220 57 440
47232 633 637
45740 355 485
51770 80 267
50905 4 351
26018 194 223
24343 483 569
20031 183 464
31441 120 564
18856 347 417
44510 125 211
55711 24 509
43868 25 115
54325 262 561
9212 436 511
28578 73 524
43650 161 532
9648 71 526
34875 300 636
42370 171 514
14733 15 68
54858 120 390
34778 154 397
46653 61 415
5741 19 515
15635 269 447
19711 108 473
10139 145 500
33819 231 426
6051 379 512
2974 169 523
15729 206 642
12566 220 342
40091 312 324
30500 140 583
11798 480 596
15143 39 119
15409 385 599
26605 358 623
13153 188 582
51341 199 572
43186 326 369
25086 223 532
3380 213 249
12335 99 604
18592 59 691
41803 181 430
1839 593 601
39315 3 159
22840 57 670
24344 18 399
8467 28 138
30836 287 291
29158 233 444
15568 67 280
6304 339 553
22264 149 228
9559 329 530
31031 359 396
8380 245 386
49995 329 595
25277 253 636
32400 142 632
9602 359 563
15739 192 543
2991 27 489
52321 219 466
55819 72 458
17135 279 658
26064 63 468
30795 157 398
31345 15 89
4301 104 611
54470 248 425
36203 255 555
21700 168 290
24836 307 371
1171 119 168
40380 242 517
12068 331 387
52056 541 687
28218 363 500
18046 334 687
15730 75 142
17634 139 351
9470 3 591
1722 561 591
5329 102 613
8684 218 643
46769 336 647
40163 131 294
40175 41 291
5778 4 687
24559 23 67
50056 262 611
51382 34 350
2541 218 331
50027 318 610
34206 428 476
53353 394 606
34265 225 479
43423 2 412
38745 88 461
11997 512 611
11713 251 552
35499 145 372
25105 158 672
41454 156 167
47053 177 404
41157 381 685
6239 230 595
18208 282 343
50822 8 230
27864 26 374
4324 18 49
7090 74 546
40765 439 590
19733 415 650
34142 4 535
26024 478 510
16285 298 339
16194 287 315
54375 83 136
14728 505 546
11787 413 689
48109 294 410
21139 160 677
34021 116 199
14534 417 474
2675 12 512
55924 323 480
48892 183 467
21319 74 462
21422 621 624
24691 73 326
47533 100 385
4940 10 417
49536 605 659
36413 4 423
31925 78 389
42980 247 553
25029 62 614
51042 224 406
56966 177 676
17809 521 554
45192 40 348
52156 314 350
47930 102 462
48298 7 585
28345 9 37
1233 429 623
20284 459 597
30428 343 429
5420 50 406
1144 40 410
37072 322 637
39755 218 503
8735 137 585
33459 166 390
4264 545 552
12198 244 332
47497 486 690
11065 24 507
6110 350 583
17330 343 604
20653 360 649
36404 236 670
48480 73 189
52399 416 515
8685 271 650
7519 73 143
23010 258 616
19647 40 69
16044 378 670
30102 459 568
53927 209 599
54606 223 311
27288 245 549
41689 223 399
7322 182 384
7909 380 452
35002 479 567
26157 160 312
9543 365 408
95 85 540
50447 173 392
15867 44 532
10967 94 477
56892 4 105
30976 46 195
40842 310 430
24542 4 489
3629 38 421
13601 70 531
34424 314 353
37746 37 663
35423 312 663
39705 438 665
32596 364 644
28563 258 298
10149 82 633
23920 388 568
5945 168 412
7036 231 247
33479 34 446
55123 42 280
23936 354 467
28755 61 692
13032 307 330
32478 373 663
24731 494 517
9002 328 456
2219 534 586
28921 233 603
15524 215 294
48015 81 251
23505 182 687
56355 148 351
36018 500 607
37019 243 629
46945 272 370
21439 437 545
1101 16 468
31081 41 526
39454 264 482
2673 125 384
50008 466 521
22681 92 142
40728 177 282
57202 48 689
31138 198 538
397 205 464
29071 284 580
34270 2 115
4512 166 452
4888 106 130
5946 227 250
11709 397 634
55753 277 474
48736 318 422
29750 74 353
39058 55 411
53286 331 539
33872 246 541
4203 209 392
27724 466 593
24265 448 531
56630 115 367
5370 287 471
35429 392 614
50227 15 635
29937 49 338
7398 88 294
15493 260 618
13457 178 691
3708 81 302
50818 59 445
13010 173 174
31103 396 411
52505 282 560
55186 81 322
45574 400 512
57071 1 566
25908 155 465
2365 237 496
24870 489 499
6105 193 194
17236 23 150
8912 535 674
45918 273 681
2512 348 674
9782 104 274
3141 253 421
19940 84 95
16730 7 449
44111 112 432
25402 188 329
36444 91 327
2943 190 638
2228 234 548
13208 153 362
46196 234 636
48612 213 577
21920 336 542
3673 176 482
42202 259 365
50766 397 671
8662 140 294
46661 437 482
47425 129 466
44205 417 495
48175 461 619
19403 41 608
19863 222 475
55063 607 644
13349 74 671
40313 332 402
33639 114 676
50002 153 623
35457 364 672
3551 154 308
55910 188 247
42446 137 532
7651 144 434
46041 272 345
6663 182 304
36903 317 473
33430 588 607
48121 484 558
57037 240 531
947 111 398
41818 503 614
35135 340 645
42866 56 511
10720 256 585
11204 491 535
31409 89 618
44411 36 432
32454 56 170
39159 339 496
9632 347 356
42484 97 561
52690 156 321
33467 243 367
42435 436 525
50320 67 626
23782 101 145
28800 290 619
37219 93 154
57336 9 689
15375 75 595
29216 224 257
40167 211 607
56902 100 170
54206 54 581
41808 665 667
56747 227 490
48169 168 439
17774 227 283
16930 94 563
54100 228 655
18714 281 377
5651 224 416
194 210 623
28254 415 511
54703 227 350
54820 324 401
35349 235 617
8405 398 498
54867 104 534
46339 70 613
17238 74 180
13841 155 399
31152 84 290
55138 270 575
6982 300 521
30633 489 601
54748 208 463
15303 154 488
27235 254 444
37461 162 475
12572 115 414
29911 157 223
36454 208 269
21183 255 417
4040 263 568
14572 152 235
15882 112 193
37304 16 289
6084 243 557
11359 114 247
38665 79 674
46597 327 593
16857 61 382
28078 31 251
51300 162 470
35282 371 541
3910 135 560
9627 208 250
38759 421 439
3912 32 309
40095 108 423
50999 64 227
6305 366 378
14048 39 559
16954 335 574
1993 30 572
22099 298 611
33085 463 469
14520 226 238
56181 3 44
28244 63 623
19774 24 578
9813 526 667
13045 297 486
44970 339 376
43226 118 304
12966 153 530
48461 2 432
35281 17 242
6479 326 326
51067 66 540
41252 191 501
44311 23 644
21438 311 391
10669 296 386
24674 476 592
48990 104 293
47440 339 575
6795 219 619
24598 306 436
50436 141 343
8963 91 316
52088 547 606
3666 263 606
12808 489 622
1829 44 547
31156 296 606
39358 144 428
46612 147 542
11447 265 613
24187 151 591
10416 288 647
44469 153 560
35561 266 363
27476 295 461
6706 275 334
55130 485 510
16328 103 164
3517 272 498
4828 74 439
31154 302 678
15074 200 501
52473 202 480
2434 202 501
22787 418 658
56037 198 569
28874 363 364
13067 26 473
32570 163 534
8289 180 392
50947 91 658
18665 30 349
51913 262 574
23955 47 434
48772 172 283
18522 551 623
44279 84 506
33569 50 113
38811 536 673
2973 79 459
43793 428 683
4352 156 663
32582 236 682
44949 15 553
16358 511 610
24589 369 627
23555 100 636
43132 321 651
55982 51 690
13578 251 578
37160 21 332
1738 322 463
33907 4 407
28336 33 68
55338 230 510
24287 357 506
31427 139 536
28386 220 317
3090 126 221
27112 415 674
3425 310 524
34725 50 317
15052 2 143
2793 162 674
28775 225 483
44927 31 204
43929 425 621
28787 11 614
41189 620 645
26410 155 532
14778 477 578
16771 100 412
7995 99 691
7500 59 206
55331 305 505
16977 212 645
28611 358 362
20842 111 415
20129 383 569
19748 138 541
41399 11 27
53890 123 372
36894 271 517
28220 598 683
28450 375 497
42658 225 281
6419 196 473
41888 243 428
46683 57 243
20178 467 596
22998 377 449
23963 16 597
43128 59 344
34786 180 221
28872 125 342
15656 43 430
26810 20 118
45153 174 475
13516 300 492
1319 21 554
13858 560 584
1393 83 321
25926 332 575
56545 139 608
37146 120 264
16875 218 253
23084 58 389
29449 356 418
34714 131 457
42505 114 323
38563 216 550
39376 59 491
56484 308 584
48509 70 448
20216 296 337
16609 38 472
837 540 632
3824 601 621
49616 283 426
2799 595 665
40102 181 639
44172 11 583
21876 355 575
35226 107 625
11803 209 283
11315 483 489
15260 45 691
21103 345 457
16305 380 530
50082 337 575
39237 362 546
17302 70 228
54125 15 566
9918 241 673
39886 356 633
13989 22 167
49507 370 491
38023 19 412
20845 221 609
34858 534 550
18834 206 319
40455 349 560
22963 165 264
8180 206 295
43138 151 294
25389 431 577
6057 277 435
55213 476 523
22114 147 202
29234 209 527
53516 315 663
310 120 461
43187 115 567
48822 121 288
53261 269 396
19937 328 584
48593 189 464
43673 207 553
29779 5 74
30196 90 522
54390 44 648
47793 294 608
7234 19 491
48630 139 289
47372 34 393
11727 335 516
27618 332 662
42979 523 665
30076 149 591
20216 176 341
39609 413 611
5864 250 356
29468 558 603
53461 214 397
35316 302 310
16502 280 558
40974 125 688
41065 44 244
30600 41 101
9718 542 565
36236 55 343
56803 109 113
48261 402 619
7696 47 78
42077 148 582
3150 294 358
42155 354 439
35751 115 209
2424 109 386
9047 43 144
29072 243 293
17981 108 594
15076 269 536
54172 401 457
24458 425 530
27980 144 255
25436 347 586
39505 336 433
44494 30 267
28607 228 586
28062 80 593
38088 261 355
47191 368 428
20525 12 319
33221 390 624
9298 9 110
7923 67 509
29126 250 331
6457 516 530
24535 39 576
34188 86 196
54842 212 296
5791 592 652
49442 4 232
8571 588 620
46559 318 572
39973 522 677
14958 112 152
29069 87 386
4443 475 509
51252 63 461
22549 459 472
2848 487 684
26555 243 369
22550 65 450
8813 304 681
32029 300 302
53870 40 358
23487 101 683
27388 557 606
48138 99 271
331 269 541
26729 1 307
10180 352 444
47111 3 80
46632 210 628
53455 170 606
3999 539 664
23925 86 88
31112 91 207
32253 294 396
37596 208 394
48176 37 374
11144 46 396
9883 320 645
21506 239 642
11938 408 420
28476 368 672
46552 433 643
56074 294 616
29751 150 620
21817 176 193
37042 1 542
30963 190 261
57324 364 629
31894 45 474
49010 163 177
52930 56 401
54962 228 254
49910 7 59
24377 141 369
14973 271 593
29589 498 530
11556 24 249
56738 254 392
36629 5 463
20106 41 294
15985 45 151
51550 463 540
15492 252 676
50044 249 390
43166 174 453
16120 268 652
4246 282 384
27091 30 529
23716 390 513
13859 111 689
38529 13 471
17698 371 571
35659 360 414
52455 121 486
54407 57 77
3707 272 550
18411 349 668
7804 333 444
46732 67 444
24943 257 624
15437 16 446
15722 191 536
39187 40 68
18091 430 567
42137 345 453
12425 455 623
51042 309 677
16838 310 533
33081 328 409
24371 29 321
47301 454 665
3041 171 682
1812 125 446
55925 516 562
40815 52 452
50883 41 245
24068 27 345
8575 3 625
9039 71 227
2399 495 619
27922 150 435
32108 161 591
47296 231 619
30044 188 674
3768 279 461
36332 558 681
53125 57 669
45299 24 384
13267 81 437
9501 521 548
36831 254 482
32286 338 341
40992 336 524
2140 34 603
38355 169 423
10150 186 489
5030 4 174
12029 274 282
22671 73 80
54746 13 489
19373 355 462
40817 306 617
45071 94 629
32855 334 481
45502 21 569
46468 236 447
1051 23 229
54427 93 330
19629 270 346
22637 580 615
15867 270 364
55521 64 314
11603 63 140
3125 92 508
32763 460 608
40801 5 156
16473 8 342
2398 229 569
24392 58 649
23091 299 420
2910 407 528
4949 156 390
48576 251 430
14524 533 602
30668 322 489
18635 167 269
48622 3 106
4108 498 629
7268 465 557
43241 347 509
55735 220 424
32220 323 357
51494 148 486
27320 33 411
31232 1 563
34702 196 626
25969 135 674
11946 178 284
50699 103 391
32477 334 477
11564 121 597
22521 22 458
9071 24 274
22717 254 679
53104 72 486
20998 497 548
49692 150 545
8692 123 684
56988 552 684
51104 134 529
42429 247 596
48541 334 524
40675 48 480
35495 353 418
23475 65 193
44716 44 254
45607 193 350
22126 227 391
54864 56 133
11186 360 369
18309 22 600
29080 109 286
18047 108 631
20827 251 434
15681 455 551
8776 79 351
45553 188 557
20043 575 628
45284 147 338
15005 173 522
6367 21 241
49349 9 280
34701 294 617
23580 193 586
2081 77 82
54928 231 382
38394 461 599
5557 145 456
47116 281 458
48509 258 364
38449 597 670
30391 253 371
31115 223 489
9022 161 653
26851 206 568
10928 55 450
56960 305 414
41425 44 383
30024 95 627
7594 369 449
28345 18 28
15606 274 311
38265 388 547
6235 250 302
28578 342 373
3635 160 303
42726 133 197
15003 108 675
15002 99 275
34604 147 684
48498 234 238
40749 59 568
15969 392 692
2586 366 450
40411 372 497
3456 152 548
3954 100 280
9944 118 431
49773 224 562
19945 233 314
21770 56 383
29085 584 687
1114 308 473
57357 232 465
32979 118 487
32553 310 448
2931 22 638
17862 40 489
1887 51 398
32202 134 508
37065 334 532
49002 82 243
41927 604 620
50416 149 198
48936 346 386
25613 96 199
30810 14 608
8210 173 438
33060 614 642
24771 199 387
48086 521 577
27611 120 529
24632 244 309
11937 179 210
7911 204 502
37205 145 150
21716 124 156
10123 7 672
30125 4 5
27331 59 280
20070 57 533
52690 177 527
52770 259 507
5209 249 283
9012 242 359
51927 187 555
55663 232 638
49102 157 278
57157 483 579
32388 277 523
1460 434 597
17920 164 367
45581 239 280
27242 292 321
47821 109 404
3913 200 403
11814 194 215
55328 65 636
52281 44 354
16223 228 466
20645 236 429
16111 120 203
33702 385 411
54890 250 612
45260 133 356
48504 29 44
53099 328 420
26131 157 175
53218 233 501
47876 225 324
21514 174 392
9209 84 691
4951 502 668
52411 201 597
8192 34 536
24566 86 316
39368 234 630
41175 154 250
52185 98 618
45164 227 343
56294 75 146
1099 334 383
39984 272 677
22024 434 613
38479 133 266
46551 52 528
35618 213 306
13450 113 238
44480 248 403
32689 125 343
38877 235 516
48361 261 415
43106 7 328
36941 330 333
42334 173 357
1259 393 587
39416 374 519
20228 332 479
34480 381 680
22858 32 174
55512 232 332
38401 3 43
57312 79 545
19741 55 526
52599 116 133
28007 316 663
15208 522 633
24270 200 594
24764 166 354
13694 9 115
22081 10 92
9960 51 244
30002 61 134
56124 122 199
16732 380 459
3425 399 578
24249 31 305
28004 304 641
14793 158 262
194 234 466
25850 74 151
5469 476 579
32365 14 601
48243 52 487
57217 159 385
41945 19 145
37694 46 241
50500 490 494
49520 42 321
50997 183 556
39814 82 150
960 413 654
28077 50 449
15009 577 655
42275 15 675
22242 1 640
